Mic1,Mic2,Mic3,time
860,1289,749,2022-05-02T03:25:00
762,1586,777,2022-05-02T03:26:00
827,1481,913,2022-05-02T03:27:00
858,1369,769,2022-05-02T03:28:00
774,1158,653,2022-05-02T03:29:00
718,923,853,2022-05-02T03:30:00
821,939,778,2022-05-02T03:31:00
702,908,725,2022-05-02T03:32:00
784,922,674,2022-05-02T03:33:00
710,990,723,2022-05-02T03:34:00
655,1125,840,2022-05-02T03:35:00
647,925,674,2022-05-02T03:36:00
522,990,778,2022-05-02T03:37:00
664,1158,828,2022-05-02T03:38:00
622,1130,933,2022-05-02T03:39:00
678,1199,721,2022-05-02T03:40:00
779,1192,820,2022-05-02T03:41:00
615,1057,788,2022-05-02T03:42:00
640,1009,892,2022-05-02T03:43:00
640,918,714,2022-05-02T03:44:00
816,989,685,2022-05-02T03:45:00
654,1254,671,2022-05-02T03:46:00
647,1046,648,2022-05-02T03:47:00
631,1211,650,2022-05-02T03:48:00
616,1428,524,2022-05-02T03:49:00
699,1209,721,2022-05-02T03:50:00
720,1114,970,2022-05-02T03:51:00
667,1116,877,2022-05-02T03:52:00
525,1019,803,2022-05-02T03:53:00
735,1116,607,2022-05-02T03:54:00
799,1004,673,2022-05-02T03:55:00
701,911,862,2022-05-02T03:56:00
781,1158,884,2022-05-02T03:57:00
582,1074,1155,2022-05-02T03:58:00
687,1352,714,2022-05-02T03:59:00
776,1113,619,2022-05-02T04:00:00
838,1126,705,2022-05-02T04:01:00
865,1351,657,2022-05-02T04:02:00
812,1171,871,2022-05-02T04:03:00
564,1261,899,2022-05-02T04:04:00
802,1421,941,2022-05-02T04:05:00
736,1240,886,2022-05-02T04:06:00
594,1063,670,2022-05-02T04:07:00
662,1080,737,2022-05-02T04:08:00
625,1140,697,2022-05-02T04:09:00
715,1268,669,2022-05-02T04:10:00
549,1151,798,2022-05-02T04:11:00
648,1144,774,2022-05-02T04:12:00
625,1147,582,2022-05-02T04:13:00
636,1134,921,2022-05-02T04:14:00
606,1132,671,2022-05-02T04:15:00
708,1137,664,2022-05-02T04:16:00
554,936,609,2022-05-02T04:17:00
589,940,903,2022-05-02T04:18:00
669,1099,687,2022-05-02T04:19:00
817,876,625,2022-05-02T04:20:00
737,1150,800,2022-05-02T04:21:00
736,1211,771,2022-05-02T04:22:00
849,1444,684,2022-05-02T04:23:00
912,1067,692,2022-05-02T04:24:00
861,1064,694,2022-05-02T04:25:00
774,1148,874,2022-05-02T04:26:00
784,898,837,2022-05-02T04:27:00
957,972,619,2022-05-02T04:28:00
661,1299,742,2022-05-02T04:29:00
739,950,869,2022-05-02T04:30:00
922,1311,644,2022-05-02T04:31:00
995,888,781,2022-05-02T04:32:00
881,1143,868,2022-05-02T04:33:00
843,1102,874,2022-05-02T04:34:00
1104,1037,746,2022-05-02T04:35:00
854,838,694,2022-05-02T04:36:00
794,993,889,2022-05-02T04:37:00
951,1153,822,2022-05-02T04:38:00
754,801,650,2022-05-02T04:39:00
774,916,826,2022-05-02T04:40:00
726,1156,726,2022-05-02T04:41:00
898,1273,926,2022-05-02T04:42:00
1111,1032,759,2022-05-02T04:43:00
1048,946,738,2022-05-02T04:44:00
1122,956,876,2022-05-02T04:45:00
1114,1011,661,2022-05-02T04:46:00
1090,1114,937,2022-05-02T04:47:00
946,1025,671,2022-05-02T04:48:00
803,1006,718,2022-05-02T04:49:00
964,1177,678,2022-05-02T04:50:00
816,746,735,2022-05-02T04:51:00
864,649,567,2022-05-02T04:52:00
899,982,650,2022-05-02T04:53:00
1033,1064,575,2022-05-02T04:54:00
840,933,679,2022-05-02T04:55:00
1028,878,765,2022-05-02T04:56:00
793,1134,583,2022-05-02T04:57:00
810,1095,712,2022-05-02T04:58:00
1091,1029,732,2022-05-02T04:59:00
967,1077,727,2022-05-02T05:00:00
998,1155,543,2022-05-02T05:01:00
1007,1150,747,2022-05-02T05:02:00
997,1157,701,2022-05-02T05:03:00
1043,1233,651,2022-05-02T05:04:00
850,1019,770,2022-05-02T05:05:00
961,1210,605,2022-05-02T05:06:00
1108,1061,491,2022-05-02T05:07:00
1121,1114,680,2022-05-02T05:08:00
1151,1262,681,2022-05-02T05:09:00
1145,1213,733,2022-05-02T05:10:00
1037,1015,682,2022-05-02T05:11:00
1097,1201,651,2022-05-02T05:12:00
839,1240,620,2022-05-02T05:13:00
712,1178,1097,2022-05-02T05:14:00
808,836,842,2022-05-02T05:15:00
824,1201,681,2022-05-02T05:16:00
924,925,606,2022-05-02T05:17:00
976,1334,585,2022-05-02T05:18:00
893,1075,616,2022-05-02T05:19:00
884,988,833,2022-05-02T05:20:00
974,1072,636,2022-05-02T05:21:00
788,1296,545,2022-05-02T05:22:00
854,1021,630,2022-05-02T05:23:00
870,1137,631,2022-05-02T05:24:00
778,1300,772,2022-05-02T05:25:00
785,974,573,2022-05-02T05:26:00
954,1143,775,2022-05-02T05:27:00
892,983,719,2022-05-02T05:28:00
1122,1102,979,2022-05-02T05:29:00
828,808,1106,2022-05-02T05:30:00
918,966,1395,2022-05-02T05:31:00
1148,1017,1029,2022-05-02T05:32:00
1129,957,1179,2022-05-02T05:33:00
789,1008,949,2022-05-02T05:34:00
851,916,1142,2022-05-02T05:35:00
863,770,666,2022-05-02T05:36:00
961,1085,862,2022-05-02T05:37:00
759,1096,719,2022-05-02T05:38:00
794,1175,821,2022-05-02T05:39:00
829,1173,718,2022-05-02T05:40:00
935,1079,650,2022-05-02T05:41:00
912,1188,687,2022-05-02T05:42:00
892,1107,656,2022-05-02T05:43:00
1059,1186,597,2022-05-02T05:44:00
986,1147,594,2022-05-02T05:45:00
892,1221,576,2022-05-02T05:46:00
1092,1231,726,2022-05-02T05:47:00
1037,1248,713,2022-05-02T05:48:00
1025,1183,633,2022-05-02T05:49:00
956,1023,831,2022-05-02T05:50:00
960,922,806,2022-05-02T05:51:00
955,1262,666,2022-05-02T05:52:00
1157,958,809,2022-05-02T05:53:00
1167,1207,663,2022-05-02T05:54:00
1009,1092,796,2022-05-02T05:55:00
1227,1133,767,2022-05-02T05:56:00
1258,1091,710,2022-05-02T05:57:00
1222,925,652,2022-05-02T05:58:00
1175,1236,718,2022-05-02T05:59:00
995,1069,525,2022-05-02T06:00:00
1029,1006,725,2022-05-02T06:01:00
1131,1086,598,2022-05-02T06:02:00
1155,1299,751,2022-05-02T06:03:00
1083,1092,742,2022-05-02T06:04:00
1057,924,593,2022-05-02T06:05:00
867,1130,752,2022-05-02T06:06:00
819,1370,716,2022-05-02T06:07:00
1059,998,802,2022-05-02T06:08:00
1073,995,719,2022-05-02T06:09:00
956,1136,647,2022-05-02T06:10:00
820,1111,799,2022-05-02T06:11:00
906,1049,801,2022-05-02T06:12:00
1090,981,1093,2022-05-02T06:13:00
952,1252,1112,2022-05-02T06:14:00
875,1106,772,2022-05-02T06:15:00
886,1024,907,2022-05-02T06:16:00
822,1272,1020,2022-05-02T06:17:00
917,1016,890,2022-05-02T06:18:00
1029,1109,590,2022-05-02T06:19:00
961,1127,794,2022-05-02T06:20:00
1087,1152,736,2022-05-02T06:21:00
985,991,582,2022-05-02T06:22:00
1004,953,830,2022-05-02T06:23:00
947,963,935,2022-05-02T06:24:00
1166,1131,702,2022-05-02T06:25:00
1071,1155,578,2022-05-02T06:26:00
962,974,670,2022-05-02T06:27:00
914,1260,782,2022-05-02T06:28:00
1017,1077,600,2022-05-02T06:29:00
1083,1190,646,2022-05-02T06:30:00
1060,1100,695,2022-05-02T06:31:00
1041,1034,848,2022-05-02T06:32:00
1098,962,544,2022-05-02T06:33:00
1249,1212,607,2022-05-02T06:34:00
1049,1158,488,2022-05-02T06:35:00
948,956,658,2022-05-02T06:36:00
1106,1172,584,2022-05-02T06:37:00
1078,1313,720,2022-05-02T06:38:00
1338,992,1583,2022-05-02T06:39:00
881,1466,1918,2022-05-02T06:40:00
1012,1246,1929,2022-05-02T06:41:00
1053,1187,1780,2022-05-02T06:42:00
1189,1022,2101,2022-05-02T06:43:00
1107,1130,1555,2022-05-02T06:44:00
981,1065,1878,2022-05-02T06:45:00
992,1125,1523,2022-05-02T06:46:00
1095,1228,1467,2022-05-02T06:47:00
1139,1055,1633,2022-05-02T06:48:00
1131,1326,1998,2022-05-02T06:49:00
936,877,1896,2022-05-02T06:50:00
1032,1051,1251,2022-05-02T06:51:00
1186,1018,1105,2022-05-02T06:52:00
1242,1291,656,2022-05-02T06:53:00
1053,985,807,2022-05-02T06:54:00
1078,1384,836,2022-05-02T06:55:00
1026,1249,671,2022-05-02T06:56:00
848,1055,849,2022-05-02T06:57:00
881,917,789,2022-05-02T06:58:00
1069,938,773,2022-05-02T06:59:00
1057,1045,681,2022-05-02T07:00:00
866,815,771,2022-05-02T07:01:00
879,1019,673,2022-05-02T07:02:00
901,1117,498,2022-05-02T07:03:00
880,1369,682,2022-05-02T07:04:00
1116,1358,607,2022-05-02T07:05:00
985,1173,779,2022-05-02T07:06:00
922,1213,575,2022-05-02T07:07:00
947,1101,465,2022-05-02T07:08:00
1056,728,599,2022-05-02T07:09:00
1046,904,545,2022-05-02T07:10:00
1096,829,785,2022-05-02T07:11:00
1024,1212,818,2022-05-02T07:12:00
977,922,545,2022-05-02T07:13:00
1003,997,693,2022-05-02T07:14:00
868,1216,568,2022-05-02T07:15:00
1050,1086,537,2022-05-02T07:16:00
1109,1161,756,2022-05-02T07:17:00
1066,1273,957,2022-05-02T07:18:00
1160,1256,1086,2022-05-02T07:19:00
1110,1027,1103,2022-05-02T07:20:00
882,1230,714,2022-05-02T07:21:00
976,865,1193,2022-05-02T07:22:00
1135,874,1313,2022-05-02T07:23:00
1103,959,1038,2022-05-02T07:24:00
991,942,821,2022-05-02T07:25:00
949,912,666,2022-05-02T07:26:00
1164,865,925,2022-05-02T07:27:00
1151,1111,1080,2022-05-02T07:28:00
1198,1164,579,2022-05-02T07:29:00
1109,1244,579,2022-05-02T07:30:00
1032,1138,1109,2022-05-02T07:31:00
1189,1190,780,2022-05-02T07:32:00
1262,1289,842,2022-05-02T07:33:00
1322,1406,716,2022-05-02T07:34:00
1116,1183,831,2022-05-02T07:35:00
1179,1234,667,2022-05-02T07:36:00
1124,1179,867,2022-05-02T07:37:00
1195,1297,705,2022-05-02T07:38:00
1029,1173,724,2022-05-02T07:39:00
1020,1257,907,2022-05-02T07:40:00
1150,989,796,2022-05-02T07:41:00
1294,972,853,2022-05-02T07:42:00
1185,912,1035,2022-05-02T07:43:00
1261,921,931,2022-05-02T07:44:00
1356,922,746,2022-05-02T07:45:00
1136,1074,704,2022-05-02T07:46:00
1180,1223,644,2022-05-02T07:47:00
1279,1131,598,2022-05-02T07:48:00
1159,1359,593,2022-05-02T07:49:00
1007,1155,709,2022-05-02T07:50:00
949,1177,699,2022-05-02T07:51:00
909,1167,787,2022-05-02T07:52:00
975,1157,957,2022-05-02T07:53:00
1019,1120,805,2022-05-02T07:54:00
1224,1230,694,2022-05-02T07:55:00
1355,1062,845,2022-05-02T07:56:00
1200,827,894,2022-05-02T07:57:00
1230,1142,737,2022-05-02T07:58:00
1093,1063,593,2022-05-02T07:59:00
1161,944,689,2022-05-02T08:00:00
1056,1096,828,2022-05-02T08:01:00
1156,979,803,2022-05-02T08:02:00
1021,1135,843,2022-05-02T08:03:00
1221,1256,883,2022-05-02T08:04:00
1139,1058,636,2022-05-02T08:05:00
991,1236,744,2022-05-02T08:06:00
1156,1596,606,2022-05-02T08:07:00
1174,1161,1132,2022-05-02T08:08:00
1173,1192,673,2022-05-02T08:09:00
1042,1119,868,2022-05-02T08:10:00
976,932,566,2022-05-02T08:11:00
1000,1389,964,2022-05-02T08:12:00
982,1044,590,2022-05-02T08:13:00
863,1239,720,2022-05-02T08:14:00
1130,1135,970,2022-05-02T08:15:00
989,1020,645,2022-05-02T08:16:00
1034,1123,983,2022-05-02T08:17:00
1103,943,788,2022-05-02T08:18:00
1433,1114,772,2022-05-02T08:19:00
978,1047,764,2022-05-02T08:20:00
1107,1262,787,2022-05-02T08:21:00
988,1040,980,2022-05-02T08:22:00
1032,1357,848,2022-05-02T08:23:00
1104,1157,718,2022-05-02T08:24:00
1093,1228,712,2022-05-02T08:25:00
1062,1272,946,2022-05-02T08:26:00
1294,1369,620,2022-05-02T08:27:00
1035,1250,682,2022-05-02T08:28:00
1059,1168,859,2022-05-02T08:29:00
981,1227,671,2022-05-02T08:30:00
1176,1113,676,2022-05-02T08:31:00
928,1326,950,2022-05-02T08:32:00
978,1174,929,2022-05-02T08:33:00
984,1108,658,2022-05-02T08:34:00
971,1203,931,2022-05-02T08:35:00
1076,1031,850,2022-05-02T08:36:00
1238,1339,1019,2022-05-02T08:37:00
1026,1242,883,2022-05-02T08:38:00
1084,1188,884,2022-05-02T08:39:00
1129,1335,934,2022-05-02T08:40:00
1433,1173,1042,2022-05-02T08:41:00
951,1299,897,2022-05-02T08:42:00
1220,1129,1092,2022-05-02T08:43:00
1231,1108,979,2022-05-02T08:44:00
1147,1209,952,2022-05-02T08:45:00
1067,940,832,2022-05-02T08:46:00
1041,1170,1127,2022-05-02T08:47:00
1061,1056,920,2022-05-02T08:48:00
989,1150,898,2022-05-02T08:49:00
1148,1096,1188,2022-05-02T08:50:00
877,1090,885,2022-05-02T08:51:00
978,1222,1123,2022-05-02T08:52:00
1144,995,2146,2022-05-02T08:53:00
1124,1228,1219,2022-05-02T08:54:00
1244,1138,1181,2022-05-02T08:55:00
1292,1369,1125,2022-05-02T08:56:00
1186,1457,960,2022-05-02T08:57:00
1203,1203,1065,2022-05-02T08:58:00
956,1255,1175,2022-05-02T08:59:00
952,1192,1799,2022-05-02T09:00:00
1261,1331,1198,2022-05-02T09:01:00
1122,1423,1183,2022-05-02T09:02:00
1026,1382,1399,2022-05-02T09:03:00
917,1224,1377,2022-05-02T09:04:00
1116,1160,1231,2022-05-02T09:05:00
1014,1215,1235,2022-05-02T09:06:00
1147,1160,1238,2022-05-02T09:07:00
1168,1173,1175,2022-05-02T09:08:00
896,1203,1231,2022-05-02T09:09:00
1051,1214,1488,2022-05-02T09:10:00
1019,1269,1556,2022-05-02T09:11:00
1097,1226,1501,2022-05-02T09:12:00
1086,1121,1126,2022-05-02T09:13:00
1266,1216,1270,2022-05-02T09:14:00
1071,1092,1464,2022-05-02T09:15:00
1064,1287,1307,2022-05-02T09:16:00
1261,1003,1348,2022-05-02T09:17:00
1256,1303,1579,2022-05-02T09:18:00
1296,1200,1493,2022-05-02T09:19:00
910,1132,1178,2022-05-02T09:20:00
1157,1088,1516,2022-05-02T09:21:00
1230,1383,1622,2022-05-02T09:22:00
1105,1296,1297,2022-05-02T09:23:00
1165,1079,1442,2022-05-02T09:24:00
1187,1088,1236,2022-05-02T09:25:00
925,1019,1242,2022-05-02T09:26:00
1155,1129,1588,2022-05-02T09:27:00
936,1292,1055,2022-05-02T09:28:00
976,1348,1680,2022-05-02T09:29:00
1101,1339,1456,2022-05-02T09:30:00
1256,1395,1343,2022-05-02T09:31:00
1175,1317,1220,2022-05-02T09:32:00
1146,1209,1444,2022-05-02T09:33:00
1223,1269,1396,2022-05-02T09:34:00
1205,1401,1384,2022-05-02T09:35:00
1120,1190,1546,2022-05-02T09:36:00
1112,1367,1364,2022-05-02T09:37:00
1138,1487,1724,2022-05-02T09:38:00
1288,1313,1336,2022-05-02T09:39:00
976,1291,1483,2022-05-02T09:40:00
1158,1168,1227,2022-05-02T09:41:00
1129,1275,1550,2022-05-02T09:42:00
1094,1283,1359,2022-05-02T09:43:00
1109,1448,1672,2022-05-02T09:44:00
987,1078,1255,2022-05-02T09:45:00
1340,1260,1485,2022-05-02T09:46:00
1110,1149,1491,2022-05-02T09:47:00
1309,1486,1188,2022-05-02T09:48:00
1043,1122,1349,2022-05-02T09:49:00
1052,1374,1427,2022-05-02T09:50:00
1055,1179,1095,2022-05-02T09:51:00
1332,1414,1452,2022-05-02T09:52:00
1221,1401,1413,2022-05-02T09:53:00
1201,1409,1216,2022-05-02T09:54:00
1371,1486,1359,2022-05-02T09:55:00
1241,1689,1028,2022-05-02T09:56:00
1317,1302,1324,2022-05-02T09:57:00
1334,1313,1417,2022-05-02T09:58:00
991,1498,1201,2022-05-02T09:59:00
1133,1369,1283,2022-05-02T10:00:00
1115,1220,1150,2022-05-02T10:01:00
1218,1260,1108,2022-05-02T10:02:00
1142,1324,1277,2022-05-02T10:03:00
1239,1480,1042,2022-05-02T10:04:00
1223,1152,1321,2022-05-02T10:05:00
1331,1302,817,2022-05-02T10:06:00
1309,1164,975,2022-05-02T10:07:00
1114,1185,992,2022-05-02T10:08:00
1320,1320,1124,2022-05-02T10:09:00
1274,1416,1257,2022-05-02T10:10:00
1087,1183,1167,2022-05-02T10:11:00
1127,1466,1245,2022-05-02T10:12:00
983,1108,1102,2022-05-02T10:13:00
1109,1639,1162,2022-05-02T10:14:00
1182,1169,1201,2022-05-02T10:15:00
1215,1532,1373,2022-05-02T10:16:00
1369,1472,1263,2022-05-02T10:17:00
1346,1566,1199,2022-05-02T10:18:00
1332,1396,1103,2022-05-02T10:19:00
1060,1524,1331,2022-05-02T10:20:00
1110,1363,1135,2022-05-02T10:21:00
1172,1267,1060,2022-05-02T10:22:00
1278,1143,1200,2022-05-02T10:23:00
1015,1331,1301,2022-05-02T10:24:00
1260,1349,1298,2022-05-02T10:25:00
1280,1464,1073,2022-05-02T10:26:00
1209,1569,1266,2022-05-02T10:27:00
1057,1092,1240,2022-05-02T10:28:00
1086,1334,1134,2022-05-02T10:29:00
1095,1141,1113,2022-05-02T10:30:00
1050,1427,1102,2022-05-02T10:31:00
1157,1396,1351,2022-05-02T10:32:00
1087,1707,1140,2022-05-02T10:33:00
1166,1279,949,2022-05-02T10:34:00
1256,1461,1103,2022-05-02T10:35:00
1099,1435,1204,2022-05-02T10:36:00
1191,1370,956,2022-05-02T10:37:00
1208,1649,964,2022-05-02T10:38:00
1138,1318,1099,2022-05-02T10:39:00
963,1200,1232,2022-05-02T10:40:00
1242,1232,1207,2022-05-02T10:41:00
1223,1165,1166,2022-05-02T10:42:00
1186,1109,1019,2022-05-02T10:43:00
1011,1288,1122,2022-05-02T10:44:00
1202,1278,1107,2022-05-02T10:45:00
1130,1397,1107,2022-05-02T10:46:00
1186,1501,955,2022-05-02T10:47:00
975,1405,954,2022-05-02T10:48:00
923,1133,1034,2022-05-02T10:49:00
1221,1200,935,2022-05-02T10:50:00
994,1172,1070,2022-05-02T10:51:00
1067,1158,1011,2022-05-02T10:52:00
1002,1125,1257,2022-05-02T10:53:00
1155,1406,947,2022-05-02T10:54:00
1109,1696,1137,2022-05-02T10:55:00
1073,1215,1098,2022-05-02T10:56:00
1165,1183,1301,2022-05-02T10:57:00
1267,1424,1046,2022-05-02T10:58:00
1149,1124,1198,2022-05-02T10:59:00
956,1307,1043,2022-05-02T11:00:00
1110,1434,1218,2022-05-02T11:01:00
1179,1252,1463,2022-05-02T11:02:00
1130,1493,1139,2022-05-02T11:03:00
1163,1206,1155,2022-05-02T11:04:00
1226,1291,1146,2022-05-02T11:05:00
1097,1255,888,2022-05-02T11:06:00
1188,1305,1207,2022-05-02T11:07:00
1080,1138,1403,2022-05-02T11:08:00
1189,1174,885,2022-05-02T11:09:00
1181,1316,1134,2022-05-02T11:10:00
1022,1280,973,2022-05-02T11:11:00
936,1361,930,2022-05-02T11:12:00
879,1436,867,2022-05-02T11:13:00
1029,1519,1106,2022-05-02T11:14:00
957,1410,1100,2022-05-02T11:15:00
987,1518,1253,2022-05-02T11:16:00
1093,1497,1241,2022-05-02T11:17:00
947,1504,1077,2022-05-02T11:18:00
1131,1474,1193,2022-05-02T11:19:00
970,1558,987,2022-05-02T11:20:00
1070,1334,1053,2022-05-02T11:21:00
1056,1523,1205,2022-05-02T11:22:00
1294,1393,1079,2022-05-02T11:23:00
1235,1438,1028,2022-05-02T11:24:00
1225,1457,1075,2022-05-02T11:25:00
1440,1289,1032,2022-05-02T11:26:00
1280,1580,963,2022-05-02T11:27:00
1007,1276,1059,2022-05-02T11:28:00
1036,1250,2326,2022-05-02T11:29:00
1102,1170,979,2022-05-02T11:30:00
1338,1303,885,2022-05-02T11:31:00
876,1283,1012,2022-05-02T11:32:00
913,1609,779,2022-05-02T11:33:00
875,1498,752,2022-05-02T11:34:00
883,1046,977,2022-05-02T11:35:00
1296,1355,764,2022-05-02T11:36:00
889,1311,981,2022-05-02T11:37:00
1002,2142,1089,2022-05-02T11:38:00
986,1588,863,2022-05-02T11:39:00
1077,1502,745,2022-05-02T11:40:00
1033,1670,1093,2022-05-02T11:41:00
911,1669,1021,2022-05-02T11:42:00
938,1248,1057,2022-05-02T11:43:00
1051,1579,1177,2022-05-02T11:44:00
1081,1235,1096,2022-05-02T11:45:00
1268,1410,1242,2022-05-02T11:46:00
941,1227,1423,2022-05-02T11:47:00
968,1290,897,2022-05-02T11:48:00
1045,1541,1135,2022-05-02T11:49:00
957,1574,1188,2022-05-02T11:50:00
912,1379,808,2022-05-02T11:51:00
930,1497,1063,2022-05-02T11:52:00
996,1326,940,2022-05-02T11:53:00
1017,1325,1037,2022-05-02T11:54:00
849,1032,1071,2022-05-02T11:55:00
1087,1228,1085,2022-05-02T11:56:00
1039,1134,1168,2022-05-02T11:57:00
1035,1348,1135,2022-05-02T11:58:00
967,1756,1211,2022-05-02T11:59:00
981,1335,1170,2022-05-02T12:00:00
1047,1184,1018,2022-05-02T12:01:00
1069,1505,1072,2022-05-02T12:02:00
854,1317,1116,2022-05-02T12:03:00
905,1155,1023,2022-05-02T12:04:00
1282,1277,862,2022-05-02T12:05:00
1206,1034,1197,2022-05-02T12:06:00
1011,1574,923,2022-05-02T12:07:00
990,1217,1176,2022-05-02T12:08:00
1270,1430,1385,2022-05-02T12:09:00
927,1167,1040,2022-05-02T12:10:00
1288,1418,1116,2022-05-02T12:11:00
1092,1211,927,2022-05-02T12:12:00
1051,1231,886,2022-05-02T12:13:00
989,1063,949,2022-05-02T12:14:00
983,1378,1098,2022-05-02T12:15:00
1134,1237,877,2022-05-02T12:16:00
1219,1602,980,2022-05-02T12:17:00
1039,1457,908,2022-05-02T12:18:00
1128,1379,1170,2022-05-02T12:19:00
1113,1200,1245,2022-05-02T12:20:00
1201,1375,1142,2022-05-02T12:21:00
1052,1087,1041,2022-05-02T12:22:00
981,1373,1037,2022-05-02T12:23:00
941,1187,1113,2022-05-02T12:24:00
1094,1626,2209,2022-05-02T12:25:00
1025,1353,1136,2022-05-02T12:26:00
1114,1279,918,2022-05-02T12:27:00
1228,1252,1163,2022-05-02T12:28:00
1055,1622,1101,2022-05-02T12:29:00
1086,1507,1126,2022-05-02T12:30:00
908,1546,1315,2022-05-02T12:31:00
1152,1321,1075,2022-05-02T12:32:00
1321,1316,1186,2022-05-02T12:33:00
1300,1524,1200,2022-05-02T12:34:00
992,1228,1046,2022-05-02T12:35:00
1149,1455,1026,2022-05-02T12:36:00
1083,1424,1245,2022-05-02T12:37:00
1012,1327,976,2022-05-02T12:38:00
1014,1215,1060,2022-05-02T12:39:00
976,1909,780,2022-05-02T12:40:00
1033,1193,1047,2022-05-02T12:41:00
856,1389,891,2022-05-02T12:42:00
1005,1395,1112,2022-05-02T12:43:00
1140,1348,987,2022-05-02T12:44:00
991,1444,861,2022-05-02T12:45:00
867,1280,1128,2022-05-02T12:46:00
875,1316,1238,2022-05-02T12:47:00
1306,1628,893,2022-05-02T12:48:00
1034,1222,956,2022-05-02T12:49:00
924,1765,953,2022-05-02T12:50:00
842,1037,1108,2022-05-02T12:51:00
876,1487,952,2022-05-02T12:52:00
946,1758,1416,2022-05-02T12:53:00
941,1381,1357,2022-05-02T12:54:00
916,1427,1197,2022-05-02T12:55:00
859,1160,1144,2022-05-02T12:56:00
801,1044,1215,2022-05-02T12:57:00
882,1298,984,2022-05-02T12:58:00
1054,1438,988,2022-05-02T12:59:00
1019,1324,820,2022-05-02T13:00:00
1201,1554,1135,2022-05-02T13:01:00
923,1309,791,2022-05-02T13:02:00
891,1504,804,2022-05-02T13:03:00
913,1495,1111,2022-05-02T13:04:00
972,1651,1275,2022-05-02T13:05:00
853,1586,1064,2022-05-02T13:06:00
729,1386,1061,2022-05-02T13:07:00
997,1317,1023,2022-05-02T13:08:00
947,1533,1032,2022-05-02T13:09:00
922,1189,1107,2022-05-02T13:10:00
927,1375,1009,2022-05-02T13:11:00
967,1469,962,2022-05-02T13:12:00
1132,1375,959,2022-05-02T13:13:00
911,1479,972,2022-05-02T13:14:00
1010,1539,1064,2022-05-02T13:15:00
918,1431,1235,2022-05-02T13:16:00
881,1542,1187,2022-05-02T13:17:00
808,1410,1186,2022-05-02T13:18:00
993,1343,944,2022-05-02T13:19:00
859,1566,1170,2022-05-02T13:20:00
721,1575,967,2022-05-02T13:21:00
830,1426,1224,2022-05-02T13:22:00
901,1171,1119,2022-05-02T13:23:00
942,1360,1200,2022-05-02T13:24:00
985,1243,1137,2022-05-02T13:25:00
983,1407,1330,2022-05-02T13:26:00
932,1269,1488,2022-05-02T13:27:00
845,1118,1179,2022-05-02T13:28:00
1004,1254,1020,2022-05-02T13:29:00
1230,1451,1158,2022-05-02T13:30:00
1007,1421,1092,2022-05-02T13:31:00
835,1398,1294,2022-05-02T13:32:00
909,1308,1032,2022-05-02T13:33:00
822,1383,1001,2022-05-02T13:34:00
765,1307,1202,2022-05-02T13:35:00
759,1228,938,2022-05-02T13:36:00
631,1616,1071,2022-05-02T13:37:00
714,1320,1339,2022-05-02T13:38:00
850,1248,1413,2022-05-02T13:39:00
686,1028,1320,2022-05-02T13:40:00
768,1257,1048,2022-05-02T13:41:00
860,1407,1185,2022-05-02T13:42:00
789,1195,1157,2022-05-02T13:43:00
712,1006,1336,2022-05-02T13:44:00
895,1422,1153,2022-05-02T13:45:00
784,1338,972,2022-05-02T13:46:00
745,988,1128,2022-05-02T13:47:00
872,1194,1107,2022-05-02T13:48:00
756,1426,1076,2022-05-02T13:49:00
828,1323,1018,2022-05-02T13:50:00
843,1393,1039,2022-05-02T13:51:00
874,1458,1044,2022-05-02T13:52:00
912,1121,1090,2022-05-02T13:53:00
928,1420,1148,2022-05-02T13:54:00
877,1220,1183,2022-05-02T13:55:00
913,1446,936,2022-05-02T13:56:00
908,1232,1149,2022-05-02T13:57:00
842,1027,1012,2022-05-02T13:58:00
907,1462,1018,2022-05-02T13:59:00
845,1488,1027,2022-05-02T14:00:00
741,1208,1057,2022-05-02T14:01:00
990,1003,1394,2022-05-02T14:02:00
974,1325,1259,2022-05-02T14:03:00
731,1207,922,2022-05-02T14:04:00
886,1322,918,2022-05-02T14:05:00
960,1274,1027,2022-05-02T14:06:00
779,1457,1306,2022-05-02T14:07:00
1096,1032,1042,2022-05-02T14:08:00
1059,1339,1091,2022-05-02T14:09:00
838,1202,944,2022-05-02T14:10:00
910,1244,944,2022-05-02T14:11:00
889,1216,1060,2022-05-02T14:12:00
850,1315,1067,2022-05-02T14:13:00
825,1378,1156,2022-05-02T14:14:00
1007,1079,1245,2022-05-02T14:15:00
917,1251,1041,2022-05-02T14:16:00
841,1096,1107,2022-05-02T14:17:00
882,1343,1008,2022-05-02T14:18:00
946,1260,827,2022-05-02T14:19:00
897,1295,954,2022-05-02T14:20:00
997,1197,1073,2022-05-02T14:21:00
949,1431,1118,2022-05-02T14:22:00
930,1174,1123,2022-05-02T14:23:00
941,1478,1480,2022-05-02T14:24:00
1135,1058,1494,2022-05-02T14:25:00
1148,1166,895,2022-05-02T14:26:00
1061,1135,1121,2022-05-02T14:27:00
939,1151,960,2022-05-02T14:28:00
991,1360,973,2022-05-02T14:29:00
995,1173,1087,2022-05-02T14:30:00
1121,1011,1027,2022-05-02T14:31:00
1299,1176,879,2022-05-02T14:32:00
1135,1122,938,2022-05-02T14:33:00
1095,1062,1311,2022-05-02T14:34:00
